id,author,timestamp,phase,text,reply_to_id
873,Omar,2024-03-10T08:14:00,routine,"Checkpoint moved closer to the bakery on Market, traffic is slower.",
874,Mom,2024-03-10T08:33:00,routine,"Queue for bread started at 6AM today, already 40 people.",54.0
875,Mom,2024-03-10T09:18:00,routine,"Queue for bread started at 6AM today, already 40 people.",
876,Ana,2024-03-10T09:38:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
877,Neighbor_3A,2024-03-10T10:16:00,routine,"Checkpoint moved closer to the orange pharmacy, traffic is slower.",
878,Neighbor_3A,2024-03-10T10:51:00,routine,"Water truck on Station Road until 16:00, bring your own containers.",273.0
879,Mom,2024-03-10T11:34:00,routine,"Checkpoint moved closer to the bus depot, traffic is slower.",
880,Ana,2024-03-10T11:54:00,routine,"Water truck on Central Blvd until 16:00, bring your own containers.",
881,Sara,2024-03-10T12:22:00,routine,"Queue for bread started at 6AM today, already 40 people.",717.0
882,Tarek,2024-03-10T12:43:00,routine,"Queue for bread started at 6AM today, already 40 people.",
883,Ana,2024-03-10T13:06:00,routine,"Water truck on Alameda Ave until 16:00, bring your own containers.",
884,Leo,2024-03-10T13:47:00,routine,"Queue for bread started at 6AM today, already 40 people.",
885,Leo,2024-03-10T14:06:00,routine,"Water truck on River St until 16:00, bring your own containers.",
886,Omar,2024-03-10T14:30:00,routine,"No power again in block C, when does the schedule say it comes back?",
887,Tarek,2024-03-10T14:55:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",809.0
888,Tarek,2024-03-10T15:04:00,routine,"Checkpoint moved closer to the small park by the river, traffic is slower.",
889,Miguel,2024-03-10T15:29:00,routine,"No power again in block C, when does the schedule say it comes back?",
890,Omar,2024-03-10T15:46:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
891,Mom,2024-03-10T16:22:00,routine,"Water truck on Central Blvd until 16:00, bring your own containers.",
892,Lena,2024-03-10T16:28:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",881.0
893,Ana,2024-03-10T16:53:00,routine,"Queue for bread started at 6AM today, already 40 people.",
894,Leo,2024-03-10T17:03:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
895,Tarek,2024-03-10T17:14:00,routine,"Checkpoint moved closer to the bakery on Market, traffic is slower.",
896,Omar,2024-03-10T17:45:00,routine,"Water truck on Market St until 16:00, bring your own containers.",
897,Mom,2024-03-10T18:07:00,routine,"Queue for bread started at 6AM today, already 40 people.",302.0
898,Neighbor_3A,2024-03-10T18:38:00,routine,"Checkpoint moved closer to the bus depot, traffic is slower.",
899,Omar,2024-03-10T19:04:00,routine,"Water truck on Alameda Ave until 16:00, bring your own containers.",
900,Lena,2024-03-10T19:09:00,routine,"Checkpoint moved closer to the small park by the river, traffic is slower.",343.0
901,Mom,2024-03-10T19:26:00,routine,"Water truck on Central Blvd until 16:00, bring your own containers.",
902,Sara,2024-03-10T19:44:00,routine,"No power again in block C, when does the schedule say it comes back?",
903,Tarek,2024-03-10T20:22:00,routine,"Checkpoint moved closer to the playground behind the school, traffic is slower.",709.0
904,Omar,2024-03-10T20:53:00,routine,"No power again in block C, when does the schedule say it comes back?",
905,Omar,2024-03-10T21:33:00,routine,"Checkpoint moved closer to the orange pharmacy, traffic is slower.",404.0
906,Neighbor_3A,2024-03-10T22:02:00,routine,"Queue for bread started at 6AM today, already 40 people.",
907,Tarek,2024-03-10T22:36:00,routine,"Checkpoint moved closer to the bus depot, traffic is slower.",58.0
908,Lena,2024-03-10T23:13:00,routine,"Checkpoint moved closer to the bus depot, traffic is slower.",
909,Neighbor_3A,2024-03-10T23:23:00,routine,"Checkpoint moved closer to the bakery on Market, traffic is slower.",164.0
910,Miguel,2024-03-10T23:40:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
911,Lena,2024-03-11T00:03:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
912,Lena,2024-03-11T00:22:00,routine,"No power again in block C, when does the schedule say it comes back?",
913,Lena,2024-03-11T00:38:00,routine,"Water truck on Station Road until 16:00, bring your own containers.",743.0
914,Omar,2024-03-11T01:03:00,routine,"Checkpoint moved closer to the playground behind the school, traffic is slower.",
915,Leo,2024-03-11T01:28:00,routine,"Checkpoint moved closer to the orange pharmacy, traffic is slower.",30.0
916,Neighbor_3A,2024-03-11T02:00:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
917,Sara,2024-03-11T02:42:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
918,Ana,2024-03-11T02:52:00,routine,"Water truck on River St until 16:00, bring your own containers.",
919,Sara,2024-03-11T03:05:00,routine,"Checkpoint moved closer to the small park by the river, traffic is slower.",
920,Sara,2024-03-11T03:37:00,routine,"Water truck on Alameda Ave until 16:00, bring your own containers.",
921,Neighbor_3A,2024-03-11T04:04:00,routine,"Water truck on River St until 16:00, bring your own containers.",
922,Miguel,2024-03-11T04:16:00,routine,"Water truck on Station Road until 16:00, bring your own containers.",
923,Omar,2024-03-11T04:29:00,routine,"Queue for bread started at 6AM today, already 40 people.",
924,Miguel,2024-03-11T04:38:00,routine,"Queue for bread started at 6AM today, already 40 people.",
925,Mom,2024-03-11T04:53:00,routine,"Water truck on River St until 16:00, bring your own containers.",
926,Lena,2024-03-11T05:09:00,routine,"Water truck on Market St until 16:00, bring your own containers.",
927,Lena,2024-03-11T05:35:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",304.0
928,Mom,2024-03-11T05:42:00,routine,"No power again in block C, when does the schedule say it comes back?",
929,Lena,2024-03-11T06:11:00,routine,"Water truck on Market St until 16:00, bring your own containers.",530.0
930,Mom,2024-03-11T06:24:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
931,Tarek,2024-03-11T06:48:00,routine,"No power again in block C, when does the schedule say it comes back?",
932,Lena,2024-03-11T07:25:00,routine,"No power again in block C, when does the schedule say it comes back?",
933,Leo,2024-03-11T07:49:00,routine,"Queue for bread started at 6AM today, already 40 people.",574.0
934,Ana,2024-03-11T08:00:00,routine,"No power again in block C, when does the schedule say it comes back?",
935,Lena,2024-03-11T08:11:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
936,Mom,2024-03-11T08:51:00,routine,"No power again in block C, when does the schedule say it comes back?",
937,Sara,2024-03-11T09:12:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",822.0
938,Ana,2024-03-11T09:50:00,routine,"Queue for bread started at 6AM today, already 40 people.",
939,Miguel,2024-03-11T09:55:00,routine,"Queue for bread started at 6AM today, already 40 people.",
940,Lena,2024-03-11T10:31:00,routine,"Checkpoint moved closer to the bakery on Market, traffic is slower.",
941,Omar,2024-03-11T11:10:00,routine,"Checkpoint moved closer to the bus depot, traffic is slower.",
942,Omar,2024-03-11T11:29:00,routine,"No power again in block C, when does the schedule say it comes back?",
943,Mom,2024-03-11T12:05:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",18.0
944,Omar,2024-03-11T12:17:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
945,Sara,2024-03-11T12:49:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
946,Mom,2024-03-11T13:28:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
947,Miguel,2024-03-11T13:34:00,routine,"Queue for bread started at 6AM today, already 40 people.",
948,Ana,2024-03-11T13:54:00,routine,"Queue for bread started at 6AM today, already 40 people.",711.0
949,Tarek,2024-03-11T14:02:00,routine,"Checkpoint moved closer to the bakery on Market, traffic is slower.",
950,Mom,2024-03-11T14:19:00,routine,"Water truck on River St until 16:00, bring your own containers.",
951,Miguel,2024-03-11T14:36:00,routine,"Queue for bread started at 6AM today, already 40 people.",
952,Miguel,2024-03-11T14:57:00,routine,"Water truck on Station Road until 16:00, bring your own containers.",
953,Sara,2024-03-11T15:09:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",776.0
954,Mom,2024-03-11T15:33:00,routine,"Checkpoint moved closer to the bus depot, traffic is slower.",
955,Ana,2024-03-11T15:51:00,routine,"No power again in block C, when does the schedule say it comes back?",
956,Lena,2024-03-11T16:17:00,routine,"No power again in block C, when does the schedule say it comes back?",
957,Lena,2024-03-11T16:35:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
958,Omar,2024-03-11T16:41:00,routine,"No power again in block C, when does the schedule say it comes back?",
959,Ana,2024-03-11T17:26:00,routine,"Checkpoint moved closer to the orange pharmacy, traffic is slower.",
960,Leo,2024-03-11T18:02:00,routine,"Queue for bread started at 6AM today, already 40 people.",
961,Neighbor_3A,2024-03-11T18:25:00,routine,"No power again in block C, when does the schedule say it comes back?",
962,Miguel,2024-03-11T18:33:00,routine,"Queue for bread started at 6AM today, already 40 people.",
963,Miguel,2024-03-11T19:08:00,routine,"Checkpoint moved closer to the bakery on Market, traffic is slower.",
964,Ana,2024-03-11T19:42:00,routine,"Water truck on Alameda Ave until 16:00, bring your own containers.",
965,Tarek,2024-03-11T20:11:00,routine,"Queue for bread started at 6AM today, already 40 people.",
966,Sara,2024-03-11T20:17:00,routine,"Checkpoint moved closer to the bus depot, traffic is slower.",
967,Neighbor_3A,2024-03-11T21:02:00,routine,"Queue for bread started at 6AM today, already 40 people.",683.0
968,Tarek,2024-03-11T21:10:00,routine,"Checkpoint moved closer to the small park by the river, traffic is slower.",471.0
969,Omar,2024-03-11T21:41:00,routine,"Checkpoint moved closer to the playground behind the school, traffic is slower.",
970,Neighbor_3A,2024-03-11T21:55:00,routine,"Checkpoint moved closer to the bakery on Market, traffic is slower.",
971,Neighbor_3A,2024-03-11T22:28:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
972,Neighbor_3A,2024-03-11T22:34:00,routine,"Queue for bread started at 6AM today, already 40 people.",179.0
973,Neighbor_3A,2024-03-11T23:10:00,routine,"Water truck on Alameda Ave until 16:00, bring your own containers.",
974,Ana,2024-03-11T23:29:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
975,Omar,2024-03-12T00:10:00,routine,"Checkpoint moved closer to the playground behind the school, traffic is slower.",
976,Tarek,2024-03-12T00:26:00,routine,"No power again in block C, when does the schedule say it comes back?",
977,Miguel,2024-03-12T00:44:00,routine,"Checkpoint moved closer to the bus depot, traffic is slower.",
978,Neighbor_3A,2024-03-12T01:17:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",491.0
979,Omar,2024-03-12T01:51:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
980,Leo,2024-03-12T02:27:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
981,Leo,2024-03-12T02:50:00,routine,"Checkpoint moved closer to the bakery on Market, traffic is slower.",
982,Mom,2024-03-12T03:27:00,routine,"Queue for bread started at 6AM today, already 40 people.",248.0
983,Neighbor_3A,2024-03-12T04:11:00,routine,"Queue for bread started at 6AM today, already 40 people.",
984,Mom,2024-03-12T04:36:00,routine,"Water truck on Market St until 16:00, bring your own containers.",
985,Leo,2024-03-12T04:56:00,routine,"Queue for bread started at 6AM today, already 40 people.",305.0
986,Leo,2024-03-12T05:20:00,routine,"Checkpoint moved closer to the orange pharmacy, traffic is slower.",
987,Neighbor_3A,2024-03-12T05:38:00,routine,"No power again in block C, when does the schedule say it comes back?",857.0
988,Omar,2024-03-12T06:18:00,routine,"Queue for bread started at 6AM today, already 40 people.",
989,Tarek,2024-03-12T06:57:00,routine,"No power again in block C, when does the schedule say it comes back?",
990,Sara,2024-03-12T07:42:00,routine,"Queue for bread started at 6AM today, already 40 people.",601.0
991,Leo,2024-03-12T07:53:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
992,Mom,2024-03-12T08:20:00,routine,"Water truck on Station Road until 16:00, bring your own containers.",300.0
993,Omar,2024-03-12T08:57:00,routine,"Queue for bread started at 6AM today, already 40 people.",
994,Lena,2024-03-12T09:27:00,routine,"No power again in block C, when does the schedule say it comes back?",
995,Omar,2024-03-12T09:49:00,routine,"Water truck on Station Road until 16:00, bring your own containers.",
996,Mom,2024-03-12T10:34:00,routine,"Water truck on Market St until 16:00, bring your own containers.",
997,Tarek,2024-03-12T11:14:00,routine,"Neighbour says there's shelling on the other side of town, here it's weirdly quiet.",
998,Miguel,2024-03-12T11:37:00,routine,"No power again in block C, when does the schedule say it comes back?",262.0
999,Leo,2024-03-12T12:08:00,routine,"Water truck on Market St until 16:00, bring your own containers.",
1000,Mom,2024-03-12T12:44:00,routine,"Checkpoint moved closer to the small park by the river, traffic is slower.",
